,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
51055,Spain,"This quaffable white blend opens with minerally vitamin-like aromas along with touches of peach pit and apple. The palate is good in a generic way, while apple, pear, melon and mild spice flavors finish exactly the same.",Protocolo,85,7.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Dominio de Eguren 2012 Protocolo White (Vino de la Tierra de Castilla),White Blend,Dominio de Eguren,Low
65829,US,"Distinctive, artisanal and sourced from a spectacular site, this was fermented in oak and barrel aged. The hock bottle indicates the Alsatian style, and the wine inside is both powerful and  sturdy, with supple, generous flavors of stone fruits running into light tropicality.",Vista Hills,93,30.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Aubichon Cellars 2012 Vista Hills Pinot Gris (Dundee Hills),Pinot Gris,Aubichon Cellars,High
60135,Chile,"Warm and rubbery on the nose, with earthy aromas of blackberry, black cherry and freshly laid blacktop. The palate is full, tannic and grapey, with dark fruit flavors and an herbal element. Finishes short, herbal and salty, with lasting meatiness.",Reserva,85,,Colchagua Valley,,,Michael Schachner,@wineschach,Caliterra 2009 Reserva Shiraz (Colchagua Valley),Shiraz,Caliterra,Low
63157,Spain,"Intense but classy aromas of berry fruits, minerality, vanilla and chocolate are milder and richer than the wine's racy, structured, acid-rich palate. Flavors of blackberry come with a shock of bracing tartness, while oaky aftershocks offer up chocolate and woodspice flavors. A zesty, firm, hard-driving finish brings a touch of sharpness. Drink through 2022.",Pagos Viejos,92,100.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Artadi 2010 Pagos Viejos  (Rioja),Tempranillo Blend,Artadi,High
79962,US,"Elegantly woven aromas of cassis, sandalwood and truffle show on the nose of this wine, which also includes 5% Cabernet Sauvignon, 5% Cabernet Franc, 3% Malbec and 2% Petit Verdot. The palate also combines that plummy fruit with woody spice, showing cedar and crushed pepper, creating a savory experience that makes the mouth water into the finish.",Brand Happy Canyon Vineyard,93,46.0,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,@mattkettmann,Barrack 2013 Brand Happy Canyon Vineyard Merlot (Happy Canyon of Santa Barbara),Merlot,Barrack,High
70697,US,"Coming from the cool 2010 vintage, this wine seems a bit overwrought, with aromas of stewed herbs and cherry. The flavors are full bodied, backed by chewy tannins.",Klipsun Vineyard,87,,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Soléna 2010 Klipsun Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Soléna,Low
76549,US,"Fans of great big wines will like it, but this Petite Sirah is unbalanced, with heat from high alcohol compounding the acidity, making the mouhtfeel prickly. The berry flavors are overripe, running into raisins and chocolate.",Madrone Spring Vineyard,84,37.0,California,Rockpile,Sonoma,,,Mauritson 2008 Madrone Spring Vineyard Petite Sirah (Rockpile),Petite Sirah,Mauritson,Low
84762,Austria,"Notions of ripe, red apple are deliciously pervaded by spiky lemon freshness, creating a tension between tart crispness and inviting ripeness—much like a perfectly balanced apple itself—just supercharged and concentrated. This seems to have a drive all of its own and a luminous, appetizing, irresistible fruitiness.",Seeberg Reserve,93,40.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Weszeli 2014 Seeberg Reserve Riesling (Kamptal),Riesling,Weszeli,High
82145,Italy,"This Barbera d'Asti Superiore offers good value with a thinner, more traditional style that puts emphasis on the liveliness of the fruit found in its bouquet and on the finish. Bright acidity is followed by a touch of smoke or toast at the very end.",Aurora,86,10.0,Piedmont,Barbera d'Asti Superiore,,,,Cantine Aurora 2006 Aurora  (Barbera d'Asti Superiore),Barbera,Cantine Aurora,Low
75539,Italy,"Packaged in an elegantly frosted bottle, this brawny wine deliver the goods. It shows intensity, persistency and is tightly packed with luscious aromas of black cherry, leather, tobacco and black olive. The tannins are velvety and rich without being overdone.",,91,55.0,Veneto,Amarone della Valpolicella Classico,,,,Cesari 2008  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Cesari,High
61966,Italy,"This Rosato is part of the natural wine movement, and it's apparent. Aromas of apple juice and citrus open the bouquet, with some evidence of volatility or instability. Fresh acidity is present, with notes of lemon and red raspberry.",,81,25.0,Sicily & Sardinia,Sicilia,,,,Bonavita 2011 Rosato (Sicilia),Rosato,Bonavita,Low
25527,US,"This is a solid Chardonnay for a great price. It has full body and an oaky, buttery personality that will make few enemies. It's richly textured, with an almost-sweet quality to its fruit.",,87,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Dark Horse 2014 Chardonnay (California),Chardonnay,Dark Horse,Low
23873,France,"A soft wood- and almond-flavored wine. It misses fresh fruit, instead offering a rounded, ripe character that suggests it is not for aging.",Vaucoupin Premier Cru,86,,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Corine Perchaud 2009 Vaucoupin Premier Cru  (Chablis),Chardonnay,Domaine Corine Perchaud,Low
68110,New Zealand,"This blend of 70% Sauvignon Blanc and 30% Semillon is lean and racy. Grassy, lemony notes on the nose include a touch of pickled jalapeño, while an acidic laser beam of citrus creases the palate, leaving behind a puckery, austere impression.",Gravestone,83,28.0,Waiheke Island,,,Joe Czerwinski,@JoeCz,Man O' War 2012 Gravestone Sauvignon Blanc-Semillon (Waiheke Island),Sauvignon Blanc-Semillon,Man O' War,Low
48373,Italy,"Full-bodied and elegant, this opens with aromas of mature orchard fruit, crushed stone and nut. The linear, structured palate boasts more complexity than most Pinot Grigios, offering ripe pear, toasted almond, mineral and dollop of acacia honey. Drink through 2020.",Passion,91,40.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,St. Pauls 2015 Passion Pinot Grigio (Alto Adige),Pinot Grigio,St. Pauls,High
51393,Italy,"There are sweet-tasting notes of wild berry and raspberry at the front of this wine, followed by fresh touches of white flower and lemon blossom. Those feminine aromas are enhanced by an impression of soft sweetness.",Pipoli,85,12.0,Southern Italy,Basilicata,,,,Vigneti del Vulture 2011 Pipoli Rosato (Basilicata),Rosato,Vigneti del Vulture,Low
53168,France,"A blend of 70% Gros Manseng and 30% Petit Manseng, this is a serious, full-bodied wine that's rich and concentrated. It has weight, ripe quince and green plum flavors, and strong herb and honey elements. It is ready to drink, although it should last up to a year.",Sève d'Automne,92,18.0,Southwest France,Jurançon Sec,,Roger Voss,@vossroger,Domaine Cauhapé 2010 Sève d'Automne  (Jurançon Sec),Gros and Petit Manseng,Domaine Cauhapé,High
74903,France,"A soft product of a soft vintage, offering rich fruit as well as a crisp texture. The balance is just right: green apples and lime to go with yeast and acidity that lies neatly under everything. Age this excellent wine for 2–3 years.",Cuvée Spéciale Millésimé Brut,91,75.0,Champagne,Champagne,,Roger Voss,@vossroger,Nicolas Feuillatte 2000 Cuvée Spéciale Millésimé Brut  (Champagne),Champagne Blend,Nicolas Feuillatte,High
7893,Australia,"Features charred and herbal overtones, but otherwise pleasant cherry fruit and a weightiness borne of moderately high alcohol (14%). The fruit fades a bit quickly on the finish, leaving some drying tannins behind, so serve with rare beef or lamb.",Avalon Tree Single Site,84,16.0,South Australia,Langhorne Creek,,Joe Czerwinski,@JoeCz,Zonte's Footstep 2008 Avalon Tree Single Site Cabernet Sauvignon (Langhorne Creek),Cabernet Sauvignon,Zonte's Footstep,Low
12488,Italy,"Coconut, subtle oak, vanilla and mocha sensations take center stage on this full-bodied wine. The palate delivers plum cake, espresso, toast and licorice but it's short on fruit richness. Drink now through 2015.",Banditella,87,30.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,Col d'Orcia 2010 Banditella  (Rosso di Montalcino),Sangiovese,Col d'Orcia,Low
76937,Portugal,"Tangy with a strong mineral streak, this wine is crisply fruity and still young. It has green fruits, a ripe character that comes from the warm vintage. There is also plenty of bright acidity to give the wine a tight, nervy aftertaste. Drink from 2018.",Sagrado Branco,87,,Douro,,,Roger Voss,@vossroger,Quinta do Sagrado 2015 Sagrado Branco White (Douro),Portuguese White,Quinta do Sagrado,Low
84231,US,"Sharp lime and pithy grapefruit notes accented by sour cream, chalk and limestone lead the nose of this wine from the pioneering Talley family. Nectarine, sea salt and Gravenstein apple flavors play on the palate, which strikes a happy balance between savory and tart, finishing with buttery depth.",Rosemary's Vineyard,94,48.0,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,@mattkettmann,Talley 2014 Rosemary's Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Talley,High
14157,Argentina,"This opens with off-putting aromas of cinnamon and air freshener. On the palate, this is chewy and creamy, with a ton of oak and jammy, baked berry flavors that finish sticky.",Estate Bottled,83,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Carmine Granata 2011 Estate Bottled Malbec (Mendoza),Malbec,Bodega Carmine Granata,Low
15545,US,"This shows petrol, honey and brie cheese rind notes on the nose, and is quite creamy once sipped, yet the edges are punctuated with orange peel bitterness. The tartness ensures cellaring potential, so drink 2018–2025.",Paragon Vineyard,91,20.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Zocker 2012 Paragon Vineyard Riesling (Edna Valley),Riesling,Zocker,High
36531,France,"85-87 Barrel sample. Ripe, unfocussed fruit, simple blackberry jelly flavor, lacking the structure and the acidity.",Barrel sample,86,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Berliquet 2008 Barrel sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Berliquet,Low
27074,US,"A balanced aromatic show of campfire smoke, purple fruit and violet-driven florals emerges on the nose of this affordable wine from Don Sebastiani & Sons. It's a little watery on the palate, but then shows a nice array of blackberry fruit, black pepper, graphite earthiness and a vanilla finish.",,85,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Gunsight Rock 2012 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Gunsight Rock,Low
55027,France,"Scents of ripe red berry and cherry fruits are upfront on the nose of this friendly red, with hints of sweet spice, cherry cola, plum sauce and tree bark adding depth and interest. Lightweight and easy drinking, it boasts silky tannins and a fresh-fruited palate. Drink now.",,85,9.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Maison Nicolas 2015 Pinot Noir (Pays d'Oc),Pinot Noir,Maison Nicolas,Low
76187,US,"Horse & Plow turns out so many lovely wines it's heartbreaking not to include this one in the mix. It was sourced from one of the great organic Mendocino vineyards, old vines no less, but there just wasn't much there, the wine tasting tight without much fruit.",Testa Vineyard,84,22.0,California,Mendocino,,Virginie Boone,@vboone,Horse & Plow 2009 Testa Vineyard Zinfandel (Mendocino),Zinfandel,Horse & Plow,Low
8362,France,"A red-fruited wine, this is soft and ready to drink. Made from fruit sourced near the Lot River, this has ripe tannins and a juicy heart.",Sélection,86,23.0,Southwest France,Cahors,,Roger Voss,@vossroger,Garriotin 2011 Sélection Malbec (Cahors),Malbec,Garriotin,Low
41872,US,"A limited, popular entry in Winderlea's extensive single-vineyard lineup, this suggests cherry kirsch with streaks of coffee and tobacco. The pretty fruit leads into darker notes of tar and espresso. Still young and primary, the Juliard may be among the vintage's most long-lasting wines.",Juliard Vineyard,91,48.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Winderlea 2013 Juliard Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea,High
45363,France,"The wine is soft, gently herbaceous and fresh. Grapefruit and gooseberry flavors are bright, steely and fruity in this clean wine that's ready to drink.",,86,26.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Sauvion 2013  Sancerre,Sauvignon Blanc,Sauvion,Low
64204,US,"A great followup to the '08, which was one of the best Gewürztraminers of the vintage. The '09 is even better, with a crisp, minerally mouthfeel, and superrich flavors of tropical fruits, spices and honeysuckle flowers. No oak, no malolactic and just a slight touch of sweetness on the finish.",Dutton Ranch Green Valley Vineyard,92,25.0,California,Green Valley,Sonoma,,,Dutton-Goldfield 2009 Dutton Ranch Green Valley Vineyard Gewürztraminer (Green Valley),Gewürztraminer,Dutton-Goldfield,High
11562,Spain,"With savory, leafy, balsamic aromas, this is good but sedentary on the nose. In the mouth, it's full but a little flat, with a mild pulse and meaty, balsamic flavors of earthy berry and prune. A short, earthy finish closes it out.",Gran Reserva,87,40.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marques de Tomares 2001 Gran Reserva  (Rioja),Tempranillo Blend,Marques de Tomares,Low
30136,France,"While the wine is dominated by youthful acidity, it's red fruits and light structure promise an attractive future. It's fresh and very fruity, with spice and smokiness at the end.",Perle de Granit,85,41.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Colonat 2013 Perle de Granit  (Beaujolais-Villages),Gamay,Domaine de Colonat,Low
62207,US,"The aroma is a bit buttery and nutty, and the flavors are similar, with good depth and generosity. Although the mouthfeel is crisp enough, it strives more for richness than refreshment. Consider this wine serious enough for indulgent plates of seafood, pasta and chicken.",,87,20.0,California,Calaveras County,Sierra Foothills,Jim Gordon,@gordone_cellars,Chatom Vineyards 2013 Sauvignon Blanc (Calaveras County),Sauvignon Blanc,Chatom Vineyards,Low
